ID,Title,Date,Image URL,Type,Status,Labels,Country,Province,District,Sub Ditstrict,fave_property_location,fave_property_sec_price,fave_property_price_postfix,fave_property_size,fave_property_size_prefix,fave_property_id,fave_terms-and-conditions,fave_warehouse-length,fave_electricity-system,fave_clear-height3,fave_features3,fave_landlord-name,fave_landlord-contact,fave_agent-team,fave_exact_map_coordinates,fave_floor3,fave_property_land,fave_property_land_postfix,fave_remarks3,fave_property_price,Slug,Approve Status,Post Modified Date
9626,"Warehouse 589 sqm for RENT at Phlabphla, Wang Thonglang, Bangkok (Property ID: AT398R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/9-1.jpg,Warehouse,For Rent,,Thailand,Bangkok,Wang Thonglang,Phlabphla,"13.538084,100.8025907,15",180000,Month,589,sqm,AT398R,"Rent (Minimum 3 year contract, 2 months deposit + 1 month rental advance)","Warehouse (22 m x 12 m), office (12 m x 6 m)x 4 floor",3 Phase 50/150 Amp (Upgradable),7m,With Office area,Ann,661624495,C,"13.765500, 100.607611",1 ton per sqm,,,,,warehouse-589-sqm-for-rent-at-phlabphla-wang-thonglang-bangkok-property-id-at398r,publish,2025-07-23
9638,"Factory or Warehouse 9,900 sqm for RENT at Huai Pong, Mueang Rayong, Rayong (Property ID: AT399R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-2.jpg,Factory|Warehouse,For Rent,,Thailand,Rayong,Mueang Rayong,Huai Pong,"13.538084,100.8025907,15",1188000,Month,9900,sqm,AT399R,"(Minimum 3 year contract, 3 months deposit + 1 month rental advance)",120 m x 82 m,3 Phase 15/45 Amp (Upgradable),8m,With Office area,Jiroj,953516454,B,"12.750694, 101.110639",3 tons per sqm,,,,,factory-or-warehouse-9900-sqm-for-rent-at-huai-pong-mueang-rayong-rayong-property-id-at399r,publish,2025-07-23
9649,"Factory or Warehouse 792 sqm for RENT at Huai Pong, Mueang Rayong, Rayong (Property ID: AT400R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-6.jpg,Factory|Warehouse,For Rent,,Thailand,Rayong,Mueang Rayong,Huai Pong,"13.538084,100.8025907,15",102960,Month,792,sqm,AT400R,"(Minimum 3 year contract, 3 months deposit + 1 month rental advance)",33 m x 24 m,3 Phase 15/45 Amp (Upgradable),8m,With Office area|Overhead crane,Jiroj,953516454,B,"12.750694, 101.110639",3 tons per sqm,,,,,factory-or-warehouse-792-sqm-for-rent-at-huai-pong-mueang-rayong-rayong-property-id-at400r,publish,2025-07-23
9657,"Factory or Warehouse 5,544 sqm for RENT at Huai Pong, Mueang Rayong, Rayong (Property ID: AT401R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-5.jpg,Factory|Warehouse,For Rent,,Thailand,Rayong,Mueang Rayong,Huai Pong,"13.538084,100.8025907,15",665280,Month,5544,sq.m,AT401R,"(Minimum 3 year contract, 3 months deposit + 1 month rental advance)",168 m x 33 m,3 Phase 15/45 Amp (Upgradable),8m,,Jiroj,953516454,B,"12.749694, 101.111306",3 tons per sqm,,,,,factory-or-warehouse-5544-sqm-for-rent-at-huai-pong-mueang-rayong-rayong-property-id-at401r,publish,2025-07-23
9666,"Factory or Warehouse 1,188 sqm for RENT at Huai Pong, Mueang Rayong, Rayong (Property ID: AT402R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-6.jpg,Factory|Warehouse,For Rent,,Thailand,Rayong,Mueang Rayong,Huai Pong,"13.538084,100.8025907,15",142560,Month,1188,sq.m,AT402R,"(Minimum 3 year contract, 3 months deposit + 1 month rental advance)",36 m x 33 m,3 Phase 15/45 Amp (Upgradable),8m,With Office area,Jiroj,953516454,B,"12.749389, 101.110667",3 tons per sqm,,,,,factory-or-warehouse-1188-sqm-for-rent-at-huai-pong-mueang-rayong-rayong-property-id-at402r,publish,2025-07-23
9676,"Factory or Warehouse size 6,393 sqm for RENT at Huai Pong, Mueang Rayong, Rayong (Property ID: AT403R)",2021-11-11,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-3.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Rayong,Mueang Rayong,Huai Pong,"13.538084,100.8025907,15",895020,Month,6393,sq.m,AT403R,"(Minimum 3 year contract, 4 months deposit + 1 month rental advance)

",101 m x 63 m,3 Phase 15/45 Amp (Upgradable),10m,With Office area|Security guard|Raised-floor loading bay|Purple zone,Monti SW,818645865,B,"12.745444, 101.146028",3 tons per sqm,,,"Other available size : 1,560/4,239/7,848 sq.m",,factory-or-warehouse-size-6393-sqm-for-rent-at-huai-pong-mueang-rayong-rayong-property-id-at403r,publish,2025-08-28
9707,"Factory or Warehouse 2,610 sqm for RENT at Sala Daeng, Bang Nam Priao, Chachoengsao (Property ID: AT406R)",2021-11-13,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-12.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-12.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-12.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-12.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Chachoengsao,Bang Nam Priao,Sala Daeng,"13.538084,100.8025907,15",150000,Month,2610,sqm,AT406R,"Rent (Minimum 1 year contract, 2 months deposit + 1 month rental advance)

",90 m x 29 m,3 Phase 15/45 Amp (Upgradable),15m,With Office area|Purple zone,Somyot,882106510,A,"13.796528, 100.949972",3 tons per sqm,,,Used to be a rice warehouse,,factory-or-warehouse-2610-sqm-for-rent-at-sala-daeng-bang-nam-priao-chachoengsao-property-id-at406r,publish,2025-07-30
9715,"Factory or Warehouse 3,400 sqm for RENT at Sala Daeng, Bang Nam Priao, Chachoengsao (Property ID: AT407R)",2021-11-13,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-13.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Chachoengsao,Bang Nam Priao,Sala Daeng,"13.538084,100.8025907,15",238000,Month,3400,sqm,AT407R,"Rent (Minimum 1 year contract, 2 months deposit + 1 month rental advance)
",85 m x 40 m,3 Phase 15/45 Amp (Upgradable),15m,With Office area|Purple zone,Somyot,882106510,A,"13.796528, 100.949972",3 tons per sqm,,,"Used to be a rice warehouse
",,factory-or-warehouse-3400-sqm-for-rent-at-sala-daeng-bang-nam-priao-chachoengsao-property-id-at407r,publish,2025-07-23
9722,"Factory or Warehouse 1,960 sqm for RENT at Na Pradu, Phan Thong, Chon Buri (Property ID: AT408R)",2021-11-17,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-12.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-10.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-6.jpg,Factory|Warehouse,For Rent,,Thailand,Chon Buri,Phan Thong,Na Pradu,"13.538084,100.8025907,15",85000,Month,1960,sqm,AT408R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",70 m x 28 m,3 Phase 15/45 Amp (Upgradable),8m,With Office area,Kalaya,816525597,B,"13.480889, 101.103444",3 tons per sqm,,,,,factory-or-warehouse-1960-sqm-for-rent-at-na-pradu-phan-thong-chon-buri-property-id-at408r,publish,2025-07-23
9732,"Factory or Warehouse 1,000 sqm for RENT at Ban Bueng, Ban Bueng, Chon Buri (Property ID: AT409R)",2021-11-17,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-15.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-15.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-15.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-11.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-7.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/9-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/10-1.jpg,Factory|Warehouse,For Rent,,Thailand,Chon Buri,Ban Bueng,Ban Bueng,"13.538084,100.8025907,15",120000,Month,1000,sqm,AT409R,"Rent (Minimum 3 year contract, 2 months deposit + 1 month rental advance)",55 m x 18 m,3 Phase 15/45 Amp (Upgradable),6m,With Office area|Detached building,Kitidate,896029911,B,"13.325528, 101.117972",3 tons per sqm,3850,sqm,,,factory-or-warehouse-1000-sqm-for-rent-at-ban-bueng-ban-bueng-chon-buri-property-id-at409r,publish,2025-07-23
9795,"Factory or Warehouse 1,021 sqm for RENT at Bang Na, Bang Na, Bangkok (Property ID: AT411R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-17.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-17.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-17.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-16.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-15.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/9-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/10-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/11-1.jpg,Factory|Warehouse,For Rent,,Thailand,Bangkok,Bang Na,Bang Na,"13.538084,100.8025907,15",200000,Month,1021,sqm,AT411R,"Rent (Minimum 3 year contract, 2 months deposit + 1 month rental advance)",52 m x 15 m,3 Phase 15/45 Amp (Upgradable),9m,With Office area|Detached building|Overhead crane,Fon,813296778,A,"13.667111, 100.628250",2 tons per sqm,1020,sqm,,,factory-or-warehouse-1021-sqm-for-rent-at-bang-na-bang-na-bangkok-property-id-at411r,publish,2025-07-23
9809,"Warehouse 1,200 sqm for RENT at Bang Chak, Phra Khanong, Bangkok (Property ID: AT412R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-18.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-18.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-18.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-17.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-16.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-10.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-7.jpg,Warehouse,For Rent,,Thailand,Bangkok,Phra Khanong,Bang Chak,"13.538084,100.8025907,15",264000,Month,1200,sqm,AT412R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",30 m x 30 m,3 Phase 30/100 Amp (Upgradable),5m,With Office area,Dang,818441178,A,"13.681722, 100.629306",3 tons per sqm,,,,,warehouse-1200-sqm-for-rent-at-bang-chak-phra-khanong-bangkok-property-id-at412r,publish,2025-07-23
9820,"Factory or Warehouse 3,360 sqm for RENT at Nong Bon Daeng, Ban Bueng, Chon Buri  (Property ID: AT413R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-19.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-19.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-19.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-18.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-17.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-15.jpg,Factory|Warehouse,For Rent,,Thailand,Chon Buri,Ban Bueng,Nong Bon Daeng,"13.538084,100.8025907,15",336000,Month,3360,sqm,AT413R,"Rent (Minimum 1 year contract, 2 months deposit + 1 month rental advance)",84 m x 40 m,3 Phase 30/100 Amp (Upgradable),8m,On main road,"May, K.Earn",0909741986/038444177,B,"13.341167, 101.146306",3 tons per sqm,,,,,factory-or-warehouse-3360-sqm-for-rent-at-nong-bon-daeng-ban-bueng-chon-buri-property-id-at413r,publish,2025-07-23
9850,"Warehouse 300 sqm for RENT at Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan (Property ID: AT416R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-21.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-20.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-18.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-12.jpg,Warehouse,For Rent,,Thailand,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,"13.538084,100.8025907,15",35000,Month,300,sqm,AT416R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",30 m x 10 m,3 Phase 15/45 Amp (Upgradable),5m,With Office area|On main road,Kitti,818199198,A,"13.563861, 100.694139",2 tons per sqm,,,,,warehouse-300-sqm-for-rent-at-phraek-sa-mai-mueang-samut-prakan-samut-prakan-property-id-at416r,publish,2025-07-12
9860,"Warehouse 900 sqm for RENT at Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan (Property ID: AT417R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-23.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-23.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-23.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-21.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-19.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-13.jpg,Warehouse,For Rent,,Thailand,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,"13.538084,100.8025907,15",100000,Month,900,sqm,AT417R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",40 m x 22 m,3 Phase 15/45 Amp (Upgradable),5m,With Office area|On main road,Kitti,818199198,A,"13.563861, 100.694139",2 tons per sqm,,,,,warehouse-900-sqm-for-rent-at-phraek-sa-mai-mueang-samut-prakan-samut-prakan-property-id-at417r,publish,2025-07-12
9870,"Warehouse 936 sqm for RENT at Racha Thewa, Bang Phli, Samut Prakan (Property ID: AT418R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-23.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-20.jpg,Warehouse,For Rent,,Thailand,Samut Prakan,Bang Phli,Racha Thewa,"13.538084,100.8025907,15",168480,Month,936,sqm,AT418R,"Rent (Minimum 1 year contract, 6 months deposit + 1 month rental advance)",37 m x 25 m,3 Phase 15/45 Amp (Upgradable),7m,With Office area|Detached building|Raised-floor loading bay|On main road,Oat TFD,949644254,A,"13.679028, 100.719194",3 tons per sqm,1744,sqm,,,warehouse-936-sqm-for-rent-at-racha-thewa-bang-phli-samut-prakan-property-id-at418r,publish,2025-07-12
9879,"Factory or Warehouse 2,772 sqm for RENT Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan (Property ID: AT419R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-23.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-21.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-14.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-9.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/9-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/10-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/11-2.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,"13.538084,100.8025907,15",332640,Month,2772,sqm,AT419R,"Rent (Minimum 3 year contract, 2 months deposit + 1 month rental advance)",72 m x 38 m,3 Phase 15/45 Amp (Upgradable),8m,With Office area|Detached building,Sommit,896834321,A,"13.553806, 100.703056",3 tons per sqm,5196,sqm,,,factory-or-warehouse-2772-sqm-for-rent-phraek-sa-mai-mueang-samut-prakan-samut-prakan-property-id-at419r,publish,2025-07-14
9893,"Warehouse 190 sqm for RENT Bang Pla, Bang Phli, Samut Prakan (Property ID: AT420R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-26.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-26.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-26.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/6-22.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/7-15.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/8-10.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/9-5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/10-4.jpg,Warehouse,For Rent,,Thailand,Samut Prakan,Bang Phli,Bang Pla,"13.538084,100.8025907,15",45000,Month,190,sqm,AT420R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)
",28 m x 5 m,3 Phase 15/45 Amp (Upgradable),7m,With Office area|On main road,Yoo SSS,947683666,A,"13.595639, 100.742333",2 tons per sqm,,,"Retail shopfront or showroom
",,warehouse-190-sqm-for-rent-bang-pla-bang-phli-samut-prakan-property-id-at420r,publish,2025-07-12
9906,"Factory or Warehouse 600 sqm for RENT at Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan (Property ID: AT421R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-27.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-27.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-27.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-26.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai,"13.538084,100.8025907,15",50000,Month,600,sqm,AT421R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",30 m x 20 m,3 Phase 50/150 Amp (Upgradable),7m,With Office area,Kitti,818199198,A,"13.563861, 100.694139",2 tons per sqm,,,,,factory-or-warehouse-600-sqm-for-rent-at-phraek-sa-mai-mueang-samut-prakan-samut-prakan-property-id-at421r,publish,2025-07-12
9913,"Warehouse 200 sqm for RENT at Prawet, Prawet, Bangkok (Property ID: AT422R)",2021-11-26,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/1-28.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/2-28.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/3-28.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/4-27.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/11/5-25.jpg,Warehouse,For Rent,,Thailand,Bangkok,Prawet,Prawet,"13.538084,100.8025907,15",60000,Month,200,sqm,AT422R,"Rent (Minimum 3 year contract, 2 months deposit + 1 month rental advance)",20 m x 10 m,3 Phase 30/100 Amp (Upgradable),5m,With Office area|Detached building|On main road,Sirina/Thani,0819028785/0817426754,A,"13.721785, 100.659490",3 tons per sqm,520,sqm,,,warehouse-200-sqm-for-rent-at-prawet-prawet-bangkok-property-id-at422r,publish,2025-07-23
9941,"Warehouse 390 sqm for RENT at Don Hua Lo, Mueang Chon Buri, Chon Buri (Property ID: AT424R)",2021-12-10,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/1-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/2-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/3-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/4-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/5-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2021/12/6-1.jpg,Warehouse,For Rent,,Thailand,Chon Buri,Mueang Chon Buri,Don Hua Lo,"13.538084,100.8025907,15",46000,Month,390,sqm,AT424R,"Rent (Minimum 3 year contract, 3 months deposit + 1 month rental advance)",21 m x 18 m,3 Phase 15/45 Amp (Upgradable),6m,With Office area|Detached building,Bum,979544644,B,"13.4142473,101.0348829",3 tons per sqm,800,sqm,,,warehouse-390-sqm-for-rent-at-don-hua-lo-mueang-chon-buri-chon-buri-property-id-at424r,publish,2025-07-23
